record_id,product_name,product_id,field_name,image_index,file_token,file_name,file_size,file_type,download_url,tmp_url,local_path,download_success
rec7tDisnM,100%番茄复合果蔬汁,20250708-004,外包装图片,0,NSNAb2l3oof3Xyx6kM1cMueUnjd,微信图片_2025-07-08_155708_267.png,375133,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/NSNAb2l3oof3Xyx6kM1cMueUnjd/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=NSNAb2l3oof3Xyx6kM1cMueUnjd&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-004_外包装图片_0.png,True
recHfjaZVt,100%橙汁,20250708-005,正面图片,0,I8wvb0BCPoO12LxZo0vcmpK9nPd,微信图片_2025-07-08_161359_821.png,506740,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/I8wvb0BCPoO12LxZo0vcmpK9nPd/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=I8wvb0BCPoO12LxZo0vcmpK9nPd&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-005_正面图片_0.png,True
recHfjaZVt,100%橙汁,20250708-005,标签照片,0,OA54bZOXmoQsoJxwWPpchOMSnOg,微信图片_2025-07-08_161405_163.png,188189,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/OA54bZOXmoQsoJxwWPpchOMSnOg/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=OA54bZOXmoQsoJxwWPpchOMSnOg&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-005_标签照片_0.png,True
recHfjaZVt,100%橙汁,20250708-005,外包装图片,0,FNxYbTExEoxERvxA4ptcfxaPnLc,微信图片_2025-07-08_161355_499.png,345150,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/FNxYbTExEoxERvxA4ptcfxaPnLc/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=FNxYbTExEoxERvxA4ptcfxaPnLc&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-005_外包装图片_0.png,True
reck4P1wuD,100%芒果复合果汁,20250708-006,正面图片,0,Kj0ubFdrDo7jHzxdiTDcBNUOn1d,微信图片_2025-07-08_160459_911.png,622828,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/Kj0ubFdrDo7jHzxdiTDcBNUOn1d/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=Kj0ubFdrDo7jHzxdiTDcBNUOn1d&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-006_正面图片_0.png,True
reck4P1wuD,100%芒果复合果汁,20250708-006,标签照片,0,F78dbpIBuozyV8xV1dQc1bkUnye,微信图片_2025-07-08_160507_066.png,188503,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/F78dbpIBuozyV8xV1dQc1bkUnye/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=F78dbpIBuozyV8xV1dQc1bkUnye&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-006_标签照片_0.png,True
reck4P1wuD,100%芒果复合果汁,20250708-006,外包装图片,0,MSKLbkL3Qof3JGxIqsTcmtFMnSc,微信图片_2025-07-08_160445_890.png,350976,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/MSKLbkL3Qof3JGxIqsTcmtFMnSc/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=MSKLbkL3Qof3JGxIqsTcmtFMnSc&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-006_外包装图片_0.png,True
recJzvD22F,100%葡萄复合果汁,20250708-007,正面图片,0,QiyzbddjcoM2maxuATXcGdUunnc,微信图片_2025-07-08_161206_143.png,350144,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/QiyzbddjcoM2maxuATXcGdUunnc/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=QiyzbddjcoM2maxuATXcGdUunnc&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-007_正面图片_0.png,True
recJzvD22F,100%葡萄复合果汁,20250708-007,标签照片,0,Xi1Wbk4O7oMYKWxNEeGcdpXJnjb,微信图片_2025-07-08_161210_660.png,64763,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/Xi1Wbk4O7oMYKWxNEeGcdpXJnjb/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=Xi1Wbk4O7oMYKWxNEeGcdpXJnjb&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-007_标签照片_0.png,True
recs6Ss5Nt,盐焗味开心果,20250708-008,正面图片,0,ZtqkbyMqBonSuVxKM0ncpoQtnic,微信图片_2025-07-08_162051_515.png,325606,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/ZtqkbyMqBonSuVxKM0ncpoQtnic/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=ZtqkbyMqBonSuVxKM0ncpoQtnic&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-008_正面图片_0.png,True
recs6Ss5Nt,盐焗味开心果,20250708-008,标签照片,0,HSWvbzQg4oQQKpxpXruck9hpnqf,微信图片_2025-07-08_162059_778.jpg,154413,image/jpeg,https://open.feishu.cn/open-apis/drive/v1/medias/HSWvbzQg4oQQKpxpXruck9hpnqf/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=HSWvbzQg4oQQKpxpXruck9hpnqf&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-008_标签照片_0.jpg,True
recsJ5rkcN,原味腰果仁,20250708-009,正面图片,0,LsBfbfIS7oL8AlxIQcNcXR9tnXd,微信图片_2025-07-08_162638_347.jpg,95382,image/jpeg,https://open.feishu.cn/open-apis/drive/v1/medias/LsBfbfIS7oL8AlxIQcNcXR9tnXd/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=LsBfbfIS7oL8AlxIQcNcXR9tnXd&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-009_正面图片_0.jpg,True
recsJ5rkcN,原味腰果仁,20250708-009,标签照片,0,Pn4BbvyPao0iSPxry9bcUBfenRe,微信图片_2025-07-08_162645_516.png,285761,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/Pn4BbvyPao0iSPxry9bcUBfenRe/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=Pn4BbvyPao0iSPxry9bcUBfenRe&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-009_标签照片_0.png,True
recXSrclkb,原味开心果,20250708-010,正面图片,0,BzgjbgIhCo5DuCxCjNJcaPL1nAX,微信图片_2025-07-08_162944_563.png,322518,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/BzgjbgIhCo5DuCxCjNJcaPL1nAX/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=BzgjbgIhCo5DuCxCjNJcaPL1nAX&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-010_正面图片_0.png,True
recXSrclkb,原味开心果,20250708-010,标签照片,0,HDvhbTONFo4b2OxLHpUc4nilnt1,微信图片_2025-07-08_162952_444.jpg,153995,image/jpeg,https://open.feishu.cn/open-apis/drive/v1/medias/HDvhbTONFo4b2OxLHpUc4nilnt1/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=HDvhbTONFo4b2OxLHpUc4nilnt1&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250708-010_标签照片_0.jpg,True
recdg7dqNy,香脆碧根果仁,20250709-011,正面图片,0,HMi2bAzVAofmhwxoYElcGDZUnNd,6e90835f-9e2b-46f0-8e44-3c1590ed7013.jpg,169436,image/jpeg,https://open.feishu.cn/open-apis/drive/v1/medias/HMi2bAzVAofmhwxoYElcGDZUnNd/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=HMi2bAzVAofmhwxoYElcGDZUnNd&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250709-011_正面图片_0.jpg,True
recdg7dqNy,香脆碧根果仁,20250709-011,背面图片,0,ALE4bZ8hootT79xbPD9cCzbKnZc,494f4d7f-4691-4a2c-906b-4120090582c4.jpg,128992,image/jpeg,https://open.feishu.cn/open-apis/drive/v1/medias/ALE4bZ8hootT79xbPD9cCzbKnZc/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=ALE4bZ8hootT79xbPD9cCzbKnZc&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250709-011_背面图片_0.jpg,True
recdg7dqNy,香脆碧根果仁,20250709-011,标签照片,0,NfW8bYKK4oR4IQxNYyKcLKvlned,ed80b60e-0d38-4cde-928f-e008de80fab7.jpg,465816,image/jpeg,https://open.feishu.cn/open-apis/drive/v1/medias/NfW8bYKK4oR4IQxNYyKcLKvlned/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=NfW8bYKK4oR4IQxNYyKcLKvlned&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250709-011_标签照片_0.jpg,True
recSIMFoD4,松花皮蛋,20250709-012,正面图片,0,UTcrbd1dRomycExGewrcn85vnuc,image.png,496864,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/UTcrbd1dRomycExGewrcn85vnuc/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=UTcrbd1dRomycExGewrcn85vnuc&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250709-012_正面图片_0.png,True
recSIMFoD4,松花皮蛋,20250709-012,标签照片,0,MtOPb6sgnotQTQxB7ZaccdUHnhe,image.png,101775,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/MtOPb6sgnotQTQxB7ZaccdUHnhe/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=MtOPb6sgnotQTQxB7ZaccdUHnhe&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250709-012_标签照片_0.png,True
recYQk5G2F,多口味燕麦脆礼盒,20250709-013,正面图片,0,Bn1gbQzWNo6x5Nx1n8ncQWvXnJc,微信图片_2025-07-09_092036_415.jpg,54306,image/jpeg,https://open.feishu.cn/open-apis/drive/v1/medias/Bn1gbQzWNo6x5Nx1n8ncQWvXnJc/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=Bn1gbQzWNo6x5Nx1n8ncQWvXnJc&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250709-013_正面图片_0.jpg,True
recYQk5G2F,多口味燕麦脆礼盒,20250709-013,标签照片,0,PUnSbaHUXoHHUkxb1wOcftPanyf,微信图片_2025-07-09_092042_534.jpg,135948,image/jpeg,https://open.feishu.cn/open-apis/drive/v1/medias/PUnSbaHUXoHHUkxb1wOcftPanyf/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=PUnSbaHUXoHHUkxb1wOcftPanyf&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250709-013_标签照片_0.jpg,True
recRMRfFnM,爱尚咪咪虾味膨胀食品,20250709-014,正面图片,0,Pp1HbGbceoeD3Lx14lQc4tFJn2c,咪咪正图.png,1254921,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/Pp1HbGbceoeD3Lx14lQc4tFJn2c/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=Pp1HbGbceoeD3Lx14lQc4tFJn2c&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250709-014_正面图片_0.png,True
recRMRfFnM,爱尚咪咪虾味膨胀食品,20250709-014,背面图片,0,GPX0bmo3NoU78fxF1JocQkkJnoq,咪咪反图.png,1336910,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/GPX0bmo3NoU78fxF1JocQkkJnoq/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=GPX0bmo3NoU78fxF1JocQkkJnoq&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250709-014_背面图片_0.png,True
recvG1B30k,香巴佬卤鸡蛋,20250709-015,正面图片,0,L9mrbTHJtozmVnxbbeBcbfOQn4e,image.png,471990,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/L9mrbTHJtozmVnxbbeBcbfOQn4e/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=L9mrbTHJtozmVnxbbeBcbfOQn4e&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250709-015_正面图片_0.png,True
recvG1B30k,香巴佬卤鸡蛋,20250709-015,背面图片,0,QHGSbWyy8oH0VxxV0W0cixlRnzc,image.png,898507,image/png,https://open.feishu.cn/open-apis/drive/v1/medias/QHGSbWyy8oH0VxxV0W0cixlRnzc/download?extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,https://open.feishu.cn/open-apis/drive/v1/medias/batch_get_tmp_download_url?file_tokens=QHGSbWyy8oH0VxxV0W0cixlRnzc&extra=%7B%22bitablePerm%22%3A%7B%22tableId%22%3A%22tblwdwrZMikMRyxq%22%2C%22rev%22%3A2778%7D%7D,product-showcase/public/images/20250709-015_背面图片_0.png,True
